Sentence,Toxicity Level,Tone,Language,Implied Sentiment
"Encima cacho parguela te pones de gilipollas con ella, subnormal",High,Insulting and Condescending,Vulgar and Offensive,Contemptuous
"Que alguien se lo impida, que todavía les quedan pensiones por pagar.",Low,Neutral,Formal,Concern
y el drama con el guiri de mierda de seamus en eurovision super living,Low,Casual,Colloquial,Neutral
"Cada vez, la situación del país está en la mierda la de mierdísima #FreddyGuevaraTeCAGASTE",High,Dismissive,Vulgar and Insulting,Hostile
Ghostt subnormal se nota a la legua que eres tú el ... — Mira como llora el puto bizco,High,Derogatory,Insulting and offensive,Malicious
tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento. Eres un puto…,High,Confrontational,Insulting,Hostile
"Lo trataré con el trato maricon, penca, discriminatorio como trató a varios de mis compañeros 😒 VIEJO CULIAO.",High,Aggressive,Derogatory and Insulting,Hostile
no podia esperar a llegar a tierra para ponerse manos a la obra,Low,Neutral,Neutral,Neutral
"En ESPAÑA tenemos un Gobierno PSOE-UP, asi que simplemente estamos DISFRUTANDO LO VOTADO.",Low,Neutral,Informative,Neutral
Hay gente dándose cuenta de que Hamilton es imbécil en pleno 2020.,Low,Informative,Neutral,Negative
"Veo el tweet y digo 'mira un subnormal' pero veo los reply y no, son unos cuantos más.",Medium,Casual,Informal,Negative
No los vio el open arms,Low,Neutral,Informal,Neutral
"Me gustaría saber lo que tú harías, si te llegará a pasar a ti. Eres el típico charlatán de feria.",Medium,Inquisitive,Assertive,Critical
Porque usted es un hombre de bien y con valores. Esos otros son alimañas y 0,Low,Respectful,Formal and Polite,Positive
Un Catalan a clasificado al Barça  Cabroooooonnn,High,Insulting,Confrontational,Aggressive
"Jajajajaja turco, subnormal, cuñado e español madremía.... PLENOOOO",High,Mocking and Insulting,Derogatory and Offensive,Derogatory
"Lo mejor, es que ya lo tenemos aquí y tenemos que mantenerlo en la cárcel, gracias",Low,Neutral,Formal,Appreciative
"- Porque se que es la única forma que me visiten todos los fines de semana, borrachos malparidos",Medium,Defensive,Confrontational,Negative
Daniel has muerto o algo no te veo twittear como un subnormal,High,Insulting,Aggressive,Disrespectful
"Pinche gobierno de mierda, no ayudan pero como estorban HDSPM.",High,Angry,Expletive-laden,Negative
"Los gallegos viejos, en gran parte, son basura franquista.  Entre los jóvenes ya hay mucha más dignidad.",Medium,Critical,Critical and discriminatory,Derogatory
Muchas veces en sus carceles sobornan a gente y viven como reyes.,Low,Neutral,Informative,Neutral
Cómo estará el país para que ni los moros quieran estar,Low,Inquisitive,Casual,Curious
"Ah, porque se va y viene la hija puta. Están haciendo el subnormal apagando y encendiendo",High,Aggressive,Vulgar and Insulting,Hostile
"Son los mismos miserables de siempre, porque sera que siempre votan negativo a este tipo de noticias.......",Medium,Negative,Critical,Disdain
"Una paguita para ese hombre, que se ve con ganas de integrarse y aceptar nuestras reglas/costumbres.",Low,Supportive,Positive and Inclusive,Welcoming
"Eso no lo sabemos, puede que vinieran de pequeños. Si es asi, expulsión.",Low,Neutral,Formal,Uncertain
#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado Fascista,Medium,Defensive,Political,Angry
Ahora tampoco respetaréis la democracia fascistas de mierda???,Medium,Confrontational,Vulgar and Insulting,Angry
Y los otros haciéndose los traumados cuando no dudarían en hacer eso mismo,Low,Dismissive,Casual,Criticism
"El homófobo #obispo de #Cordoba recomienda rezar más en vacaciones [y follar menos, claro].  vía",High,Aggressive,Derogatory,Offensive
Supongo que Perro le dara asilo en la Moncloa ,Low,Neutral,Formal,Neutral
"al guadalquivir primooo! Sigue insultando por internet, que eres un gitano falso.",High,Defensive,Derogatory and Offensive,Aggressive
Pero que mierda estas hablando subnormal de los cojones MAMAAAAAAAA GORDOOOOOOOO.,High,Aggressive,Insulting and Offensive,Hostile
"En España los invasores tienen más derechos que los españoles, pura mierda trae Ebrard y López.",High,Angry,Confrontational,Negative
"La historia reconocerá que fue el más pelele , inepto e hijo de puta presidente de la historia .",High,Contemptuous,Derogatory and Offensive,Negative
"lástima que sea un fascista, un machista, un subnormal y odie Catalunya",High,Critical,Negative and Insulting,Hostile
Tanto que hablan de Pinochet y los gringos y estos hijueputas son iguales o peores.,Medium,Critical,Strong and Confrontational,Negative
Blocs y a otra cosa No le des publicidad al monguer,Low,Dismissive,Casual,Neutral
Puto perroflautas que man rayao el mercedes,High,Insulting,Aggressive and Offensive,Contemptuous
Puta prensa deportiva saliendo en defensa de un puto ultraderechista,High,Negative,Aggressive and Insulting,Contemptuous
Asumen tu género por tu apariencia física. Son unos fascistas transfobos y homófobos.,High,Accusatory and Hostile,Confrontational and Insulting,Angry and Judgmental
... — putos rojos de mierda macho,High,Insulting,Vulgar and Offensive,Aggressive
"Qué bien. Hay que ver con los ingenieros, doctores y demás cracks que nos llegan...",Low,Positive,Neutral,Approval
"La democracia española y la interpretación libre de sus leyes en manos de fascistas. 6D, nada que celebrar.",Medium,Critical,Serious and Critical,Disapproval
"Tu eres subnormal, no refinado, no confundas términos.",High,Condescending,Insulting and Dismissive,Contemptuous
"Sí, para que lo suelten a la media hora. Alguien que hace eso sólo aprende de una manera.",Low,Casual,Neutral,Skeptical
"Lagarder ya era un puto subnormal, solo que hoy quiere que quede patente.",High,Insulting,Vulgar and demeaning,Derogatory
La patada JAJAJAJAJA MUERE SUBNORMAL  😂😂😂😂,High,Aggressive,Insulting and Offensive,Malicious
Venga silenciame ya verás tú cuánto me preocupo SUBNORMAL,High,Dismissive,Confrontational and Insulting,Hostile
"Muy despreciados,siiii,pero todos vestidos de alta costura española o extranjera como la derechona burguesa verdad,…",Low,Sarcastic,Informal,Mocking
Son sus costumbres y hay que respetarlas,Low,Respectful,Neutral,Neutral
"No busquéis más, ya tenemos al tonto del hilo.",Low,Dismissive,Casual,Mocking
Con el Zumo no se juega.,Low,Serious,Neutral,Cautious
No te acerques que me tiznas le dijo la sarten al cazo... 😂 Los más fascistas de la izquierda,Low,Humorous,Casual,Sarcastic
"Pero pedazo de subnormal, prefieres a Charlotte antes que Lana.",High,Confrontational,Insulting,Hostile
"Te lo llama hasta tu cuñado. Pero no sufras, ¿quién no tiene un mongolo en la familia?",Medium,Dismissive,Casual,Insensitive
"Pues un héroe el que se bebió el zumo, de no haberlo hecho este estaría vendiendo corbatas por los bares",Low,Praising,Colloquial,Positive
Me acojona ver a la derecha rancia pidiendo #BoicotALosGoya Más incultura seguirá formando fascistas como ellos... ➕Cine ➖Toros #Españistán,High,Angry,Negative and Aggressive,Contemptuous
🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️  ASQUEROSO,High,Negative,Confrontational and Aggressive,Disgust and Contempt
te has equivocado de captura subnormal,High,Insulting,Confrontational,Aggressive
Pero el calentamiento global son COSAS DE HIPPIES Y PERROFLAUTAS,Medium,Dismissive,Casual and Insensitive,Contemptuous
Tú debes de ser un facha costalero del PPodrido.,Medium,Condescending,Insulting,Disdainful
La derechona sale a dar una vuelta por Barcelona. vía,Low,Neutral,Informative,Neutral
Que ganas de que metan al peluo en la carcel por subnormal😆😆😆,High,Negative,Confrontational and Insulting,Hostile
"Mejores Autopistas?, Ese mancito Gómez dónde vive?, Seguro es un sureñito Petrista 😕🤘",Medium,Mocking,Sarcastic,Derogatory
ya esta el subnormal de luis enrique jodiendome apuestas sin poner a suarez,High,Accusatory,Aggressive,Angry
"No a los politicos de mierda, nunca mas.",Medium,Negative,Strong and Disrespectful,Angry
🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️  SON GENTUZA,Medium,Accusatory,Provocative,Derogatory
imagina y todo fue por entrar con una maleta en un museo. Putos nazis,High,Hostile,Strong and Offensive,Angry
Expulsado #Guillermo Un mamarracho Herrera 💩,High,Insulting,Confrontational,Hostile
"Llévenlos a prisión, y una vez paguen la condena enviarlos a su país por deportación.",Medium,Authoritative,Directive,Impersonal
Otro españolazo fascista coaccionando al pueblo catalán secesionista.,High,Accusatory,Aggressive and derogatory,Hostile
¿Y este subnormal quién es?,High,Disdainful,Insulting,Disrespectful
En la puta casa del chaquetero de Aliaga los tendrían que poner,High,Derogatory,Insulting and Disrespectful,Negative
Estas elecciones les van a venir de perlas a los fachas de VOX.,Medium,Sarcastic,Disparaging,Contemptuous
"Totalmente de acuerdo con la diputada, a esos cáfres asquerosos que no los vayan a dejar devolver a Bogotá.",High,Hostile,Confrontational,Negative
Seguro que era de pera-piña. Es el único por el que yo mataría.,Low,Casual,Neutral,Neutral
vete a un cajero mamon,Low,Dismissive,Informal,Negative
"Le pega 16 tiros y le grita No te muevas, menudo subnormal.",High,Aggressive,Violent and Offensive,Hostile
Ya empecé con la depresión de mierda,Medium,Negative,Casual,Sadness
cuidado con estos conspiradores de mierda,High,Threatening,Aggressive and Dismissive,Angry and Distrustful
Qué mierda esa zozobra previa a los recortes de personal.,Low,Negative,Informal,Frustration
ya me han venido los 4 fachas de turno a tocarme los cojones,High,Aggressive,Vulgar and Offensive,Angry
Quién es este subnormal y por qué ha soltado semejante subnormalez?,High,Confrontational,Insulting,Hostile
Qué peste a culé esta pillando la afición madridista...,Medium,Disdainful,Sarcastic,Contemptuous
"Pues si es así, que zorras que sois.",Medium,Condescending,Provocative,Contemptuous
Cuando alguien intenta manipular de manera tan burda lo que provoca es asco. Miratelo.,Medium,Disgust,Assertive,Contemptuous
"No pasa nada, él es el mas preparado y el mas valiente que ya lo decia la abuela Carmena.",Low,Positive/Supportive,Encouraging,Supportive
"Con Mokus y Fajardo, hay estos políticos de mierda",Medium,Negative,Derogatory,Disdain
"Mano, puto subnormal, dos veces te lo he tenio que repetir",High,Aggressive,Insulting,Derogatory
"Árbitro de mierda, Conmebol de mierda.",High,Insulting,Vulgar,Angry
Es asombroso el nivel de estupidez-robotización del adoctrinamiento progre.,Medium,Critical,Formal with strong negative undertone,Disdainful
"es que no lo eres, es decir, qué más da ser hetero, el problema está en ser retrasado xd",High,Dismissive,Insulting and Offensive,Derogatory
Los mas valientes. Haz que pase!,Low,Encouraging,Supportive,Positive
"La jueza archiva la paliza de los trozos de mierda fascistas a Lagarder, porque la  no entregó la denuncia",High,Aggressive,Insulting and Offensive,Hostile
"Y lo bien que les va siendo fachas, que no es gratis",Medium,Critical,Sarcastic,Negative
"Culpa de las mafias y lo progres follarefugees que hacen efecto llamada, nos quedamos sin 57 pensiones",High,Defamatory,Aggressive and Offensive,Angry
-Una directiva fracasa deportivamente -Unos monguers los votan para que sigan mandando -Los monguers se sorprenden d q fracasen #estapasando,Medium,Negative and Critical,Confrontational and Blaming,Disapproval
"en una cárcel española cuestan dinero, en su puta casa en Marruecos no cuestan ni un duro.",High,Derogatory,Profane and Aggressive,Contemptuous
"ufff eso es como construir puertas lógicas con legos; se puede, pero estás haciendo el imbécil.",Low,Sarcastic,Casual,Mocking
"No, lo que parece de ese siglo es su puta bazofia de programa.",High,Dismissive,Insulting,Negative
Ni caso a los gilipollas como el  es un fascista de mierda,High,Confrontational and Insulting,Vulgar and Offensive,Negative
Pero que pedazo de retrasada,High,Insulting,Confrontational,Derogatory
"Por cierto, donde anda metido el gusano comunista ese?",Medium,Confrontational,Aggressive,Hostile
@ promosquevienen no se vayan de viaje de egresados con upgrade xq son la peor verga que hay:)),Medium,Dismissive,Sarcastic and Insulting,Negative
"Y como siempre los nacotes sin educación diciendo groserías, son los que están en contra de este gran gobierno respetable.",Medium,Accusatory,Disparaging and Judgemental,Critical
Jajaja..  Que simpatico el charnego.. Te vamos a votar a ti membrillo.,Low,Playful,Casual,Teasing
Está claro que el lobby proxeneta está bien organizado 👿👿,Medium,Negative,Critical,Disapproval
Conclusión: Er Benni era un cabrón facha que ayudó a Trum,Medium,Accusatory,Informal and derogatory,Negative
jaja ok andate con la zorra esa chau olvidate de mi :),High,Disrespectful,Insulting and dismissive,Hostility and disrespect
PAMBISITOS dejen de responder a subnormales de mierda como éste.,High,Harsh,Insulting and Derogatory,Contemptuous
"Tiene que ser fake, no me jodas. Jamás volverían a sus países.",Low,Dismissive,Informal,Skeptical
a ti no catalán cabron jajaja! Esta champions es vuestra y del bayer xd,Medium,Mocking,Insulting,Mockery
"Que algunos saquéis la bilis contra mi 😍😍 jajajajaja , monguers y gordos ...",Medium,Mocking,Sarcastic and Insulting,Contemptuous
Le han dado por lo que habrá robado antes y por lo que robará cuando salga del hospital.,Low,Neutral,Formal,Neutral
Ve na cuando habla Mazzoleni que puta,High,Derogatory,Vulgar and Offensive,Contemptuous
"Yo me quiero escapar también, dan paguita al llegar?",Low,Curious,Informal,Neutral
"Pues súbete tu a repararlo, maricón",High,Confrontational,Insulting,Hostile
Habla en español catalán de mierda.,High,Insulting,Rude and Offensive,Derogatory
Y ahora me veo y parezco un Trump supporter. Putos nazis.,High,Confrontational,Aggressive and Insulting,Hostile
"Origen patológico , delincuencial , usurpante , ilegal resultado delicuncial usurpante y patológico",High,Accusatory,Formal,Negative
"Soy bioquímico y estoy trabajando para el Gobierno de Navarra... ánimo, puto subnormal.",High,Insulting,Profane,Hostile
"Menudos gilipollas. Como no, tenían que ser los guardaespaldas de la nazi de Le Pen...",High,Disrespectful,Insulting and derogatory,Angry
#VivaElCineEspañol porque me gusta y por patriotismo. A ver si os enteráis pedazo de fachas.,Medium,Aggressive,Nationalistic and Insulting,Negative
Hacete cargo forro de mierda,High,Insulting,Vulgar,Aggressive
"Estos críos.... Qué pillastres..... Son unos terremotos los angelitos... Qué energía la de estos chicos... El futuro, son el futuro..... ",Low,Playful,Informal,Positive
Esa fascista JAMAS sera presi de !😂😂😂,High,Derogatory,Aggressive and Offensive,Hateful
"Costumbres tercermundistas que disfrutamos ya en Europa gracias a nuestros políticos progres, disfruten lo votado.",Medium,Sarcastic,Critical,Critical of politicians and their choices
Lo hipócritas que son algunos con el tema de ladder no tiene tamaño AJAJAJ Vaya hipócritas de mierda ;),High,Mocking and Condescending,Insulting and Sarcastic,Negative
"Acojonante lo de la progresía, pagamos una barbaridad por alojar escoria mejor con unos servicios que ya quisieran nuestros mayores",High,Confrontational,Derogatory and Insulting,Negative
"He puesto culo maemia, además de pequeño, mongolo. 😭",High,Insulting,Derogatory and Offensive,Contemptuous
Me cuesta creer que haya alguien igual de subnormal que Dalas.,Medium,Disbelief,Negative comparison,Negative
Como para no votar a Vox. Hijos de puta 300.000 con la que se nos vien encima.,High,Aggressive,Vulgar and Offensive,Angry
"Pues si, es una puta mierda, DEP por ellos.",Medium,Dismissive,Vulgar,Negative
"pero este tio es un puto subnormal, o que le pasa?",High,Aggressive,Insulting,Negative
Hoy prefieren el arbitraje manual. La mano negra del puto alemán ladrón.,High,Aggressive,Derogatory and Offensive,Hostile
"este chico es subnormal, confirmed",Medium,Derogatory,Negative,Insulting
Es lo más seguro que pase eso didac puto catalán,High,Insulting,Derogatory and Offensive,Contemptuous
Aprende el significado de mayoría parlamentaria subnormal,Low,Informative,Formal,Neutral
"Con periodistas de mierda, con empleados de mierda.",High,Negative,Insulting,Hostile
Me rio de ti jajajajajajjaja fascista a la cueva,High,Mocking,Aggressive and Insulting,Derogatory
"Llegó la racista maleducada, odias mi castellano al igual que a España y los españoles, supremacista arruinada y avergonzada",High,Aggressive,Insulting and Confrontational,Hostile
Por 'Crush' os referís a putas chonis?,High,Disrespectful,Offensive,Derogatory
"Que bronca cuando estás jugando al FIFA y ponen pausa para responder los msj, que trolo man",Medium,Complaining,Casual,Frustration
Pobre tarado que no sabes lo que dices .... pobre tarado,Medium,Insulting,Condescending,Contemptuous
Eres tarado o que pasa  #hackmeseb,High,Confrontational,Insulting and Offensive,Derogatory
Que manera de perder la cabeza por un zumo.,Low,Neutral,Straightforward,Neutral
es a cuartos de final subnormal,Low,Neutral,Casual,Neutral
"Hombre... a mi me tocan mi zumito y también arranco cabezas, hay cosas que hay que respetar.",Low,Assertive,Casual,Defensive
y encima esqe eres mu puta,High,Insulting,Vulgar,Derogatory
da cobertura a terroristas de #Venezuela La deriva fascista del  y sus medios es muy preocupante. #ConElFranquismoHemosTopado,Medium,Accusatory,Critical and Alarmist,Negative
Ese buen hombre por lo menos pagará 7 u 8 pensiones. Es el más valiente sin duda.,Low,Positive,Respectful,Admiration
Y deportar a la escoria es parte de las leyes. Si para ti eso es justicia medieval haztelo mirar.,Medium,Defensive,Firm and Controversial,Derogatory
Lo que está claro es que tú sigues siendo un operador político totalmente parcializado. Asco,High,Disrespectful and Contemptuous,Critical and Insulting,Negative
Menudo baño te están dando pequeño dictador! 👏👏👏👏👏👏👏,High,Insulting,Aggressive and Condescending,Contemptuous
La esposa no solo hacia lofts sin licencia sino que ni siquiera tenía la carrera de arquitectura. Detalles sin importancia.,Low,Dismissive,Informative,Neutral
deja de tirarte abajo hija d re mil puta,High,Aggressive,Insulting and Demeaning,Hostile
Supongo que el subnormal de  estará llorando porque Benzemierda no ha sido titular y Cristiano ha marcado.,High,Derogatory,Insulting and Demeaning,Contemptuous
"Te gustan los niños,fascista de mierda?",High,Aggressive,Insulting and Offensive,Hostile
Gran puta estos chinos de mierda vinieron a arruinar mi año 😭,High,Aggressive,Insulting and Offensive,Hostile
No han dicho ya que vienen los mejores y los mas preparados?,Low,Questioning,Formal,Neutral
"Si, esa es la que os gusta a los fachas. Menos mal que sois cuatro gatos.",Medium,Dismissive,Confrontational,Contemptuous
"Los de ahora son un infierno político y social, ocasionados por políticos fanáticos",Low,Critical,Formal,Disapproval
Los mejores y los más valientes.,Low,Positive,Neutral,Admiration
Yo voy a hacer #BoikotalosGoyas viendo la gala 😂😂 Que país de fachas!!!,High,Negative,Critical and Insulting,Angry
"El chepas acaba de solucionar el problema de la inmigración, ahora vendrán los de Vox a tocar los huevos...",Medium,Sarcastic,Casual,Negative
Como les gusta el afeitado en seco a esta gente.,Low,Neutral,Casual,Observational
"No pasa nada, al bajar dice que tiene 14 años y a vivir la vida midugis juejuejejejeuejjejj",Low,Playful,Casual and Playful,Light-hearted
"a ver eso se elige, no es natural... Vas a arder en el infierno por sodomita.",High,Threatening,Aggressive and Disrespectful,Hateful
"subnormal que no sabes de fútbol ni de nada, eres un periodista de pacotilla.... 😋",Medium,Insulting and Dismissive,Condescending and Offensive,Negative
