Sentence,Toxicity Level,Tone,Language,Implied Sentiment
"пиздуйте с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2",High,Dismissive,Confrontational and Insulting,Hostile
и стабильные закоренелые долбоебы восхваляют все это,High,Dismissive,Casual and Insulting,Contemptuous
"это пипец! грех какой! гореть им в аду , вандалы!",High,Aggressive,Emotional and Harsh,Anger
ебануться можно!!! кокаин был не свежий!..,High,Aggressive,Vulgar and Offensive,Negative
"ублюдкам бабушкина квартира нужна, вот и хотят свести в могилу и остаться не причём падлы!!!",High,Aggressive,Insulting and Threatening,Angry
ты рф живешь и грязтю россию полеваеш.хуйло,High,Insulting,Aggressive and Vulgar,Derogatory
Нехуй засирать города ненужным старьём.,Medium,Dismissive,Confrontational,Critical
пиздуй нахуй за любую границу и там прояви себя.,High,Hostile,Vulgar and Aggressive,Aggressiveness
"не уважаю мужиков , которые обещают и не выполняют, одним словом пиздабол",Medium,Disappointed,Casual and Direct,Frustrated
если эта тухлодырая овечка своим обдолбаным небольшим от природы мозгом нихуя непомнит торчек обоссаный то это его неосвобождает от параши,High,Insulting and Demeaning,Vulgar and Offensive,Contemptuous
"жесть какая-то. дети без матери, отец долбоёб в тюрьме.",High,Disdainful,Vulgar and derogatory,Negative
Какого хуя он до сих пор не в бане?,High,Aggressive,Vulgar and Offensive,Angry
гниды пиндосовские считают себя хозяивами земли,High,Derogatory,Insulting and Nationalistic,Contemptuous
хорош хуеть !!!!я сейчас еще в службу поддержки нахурярю на вас защеканцы!!!!!!!!!!,High,Aggressive,Vulgar and Offensive,Angry
Самое тупое - это невозможность удалить все оставленные где-то комментарии,Low,Neutral,Informative,Frustration
"это щяс так он пиздит.до власти добираются,другие люди становятся.уроды",High,Derogatory,Aggressive,Contemptuous
"пиндосы не успокоятся, пока россию не развалят.",High,Aggressive,Derogatory and Offensive,Hostile
"по себе не суди, жопадающий",Medium,Dismissive,Informal,Disrespectful
и на этом закончить с тобой беседу .............видно чмо капитальное .......,High,Dismissive,Insulting,Contemptuous
да потому что козлы по телефону пиздят когда едут!!!!! своими глазами вижу каждую неделю мотаюсь по областям,Medium,Aggressive,Rude and Offensive,Angry
"посадить на наши пенсии, ущнает сука",High,Aggressive,Insulting and Offensive,Angry
какой идиот придумал неделю досрочных выборов ?,Medium,Questioning,Critical,Disapproval
да всем насраааааааааааааааааааать на это уебище,High,Dismissive,Vulgar and Offensive,Negative
"ах ты ссука, конченая ты тварь, получается это я бухал не появляюсь дома по две недели.",High,Aggressive,Insulting and Derogatory,Hostile
"весь мир видел,свидетелей тьма,а он блядь сервер дрючит,ну не надо из людей таких же дебилов делать каким сам является.",High,Aggressive,Vulgar and Offensive,Contemptuous
"Чтоб костями не колола, бл ать!",High,Aggressive,Vulgar and Offensive,Angry
да и пусть хуярит туда . придурок,High,Dismissive,Confrontational and Insulting,Hostile
нет вы не правы она у меня очень достойная девочка моя только всякую мразь почему то слушает:-(,Low,Defensive,Assertive,Frustration
урод такое впечатление что сейчас вся полиция похожа на этого дебила,High,Insulting,Derogatory and Offensive,Contemptuous
гетте самый известный педераст в группе.,Low,Neutral,Informative,Neutral
"писать научись правильно еблан, тогда и лайкать будет не стыдно.",High,Aggressive,Insulting and Offensive,Contemptuous
я бы сказал так: надо гнать всех депутатов-идиотов!,High,Aggressive,Confrontational and Insulting,Angry
надейся и верь тупой россиянский пидарас ! это все что тебе осталось!,High,Insulting,Aggressive and Derogatory,Malicious
"Они поддерживали свой народ, они же националисты, ты забыл, даун? Путина они не поддерживали.",High,Confrontational and Insulting,Aggressive,Disrespectful
кто придумал-это мутатень....того накол надо посадить!!!,High,Angry,Confrontational and Insulting,Aggressive
с которым через час расстанешься и будешь трахаться с другими?,High,Derogatory,Vulgar and Crude,Contemptuous
к своей башке представил бы пидор.,High,Insulting,Derogatory and Offensive,Negative
догавкаетесь до того что россия отвернётся и вас сожрут с потрахами.,High,Threatening,Aggressive and Hostile,Violent
и что это ? скажем так то что твориться в россии просто пидор!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,High,Aggressive,Vulgar and Offensive,Hateful
мне все рано что ты как называешь) соска унитазная,High,Insulting,Vulgar and Disrespectful,Derogatory
"дебилы, пэк. а не пек. фирсофу с филатовым позвоню, скажу, что такую херню пишите!",High,Insulting,Vulgar and Disrespectful,Aggressive
падла за рулём ну да мы же забыли папина дочя за рулём им же всё можно....,High,Disrespectful,Casual and Insulting,Contemptuous
"уже не знают как привлечь к себе внимание, ебё....в опу,нам это зачем рассказывать и показывать",High,Aggressive,Vulgar and Offensive,Negative
"речь идёт о поступке настоящих мужиков, про дебилов, речь не шла",Medium,Dismissive,Casual and Insulting,Negative
уровень 7139 редкий гад! всем тем кто до него дойдет желаю великой удачи-а тем кто его придумал-наоборот!,Medium,Negative,Sarcastic,Resentful
так этот акимат только себе в карман ложит бабки а для людей они нечего делать не будут хуилы ни дорог ни парка полная жопа гавноеды,High,Aggressive and Insulting,Vulgar and Offensive,Hostile and Disdainful
а что то не так.гнилой твой рот,High,Insulting,Aggressive,Hostile
"эй, принц хуев! читай историю, своей страны внимательно, а не под кайфом!",High,Insulting and Commanding,Aggressive and Disrespectful,Contemptuous
ефремов трусливое подлое мерзкое существо один негатив вызывает эта падлюга,High,Insulting,Derogatory,Negative
ты чего людям пиздишь животное,High,Aggressive,Insulting,Disrespectful
"такая группа о самарканде, и этих блядей рекламируете, вот зачем?????????",High,Angry,Insulting and Aggressive,Frustration and Disgust
сколько говна было на меня вылито,High,Angry,Vulgar,Resentful
"потому что выродок тебе сказать нечего, сидишь шестерка не знаешь кому угодить выебок путинский.",High,Insulting,Aggressive and Offensive,Hostile
"за ер? прошу вколоться:d много ли за пидарков проголосуют, хотя фанатов в любой секте хватает",High,Disrespectful,Aggressive and Offensive,Derogatory
"выучи сначала русский язык,или белорусский а потом вякай быдло",Medium,Imperative,Authoritative,Contemptuous
"чинуш, кто даёт разрешение на вырубку-вешать за яйца невзирая на ранг",Medium,Commanding,Harsh and Authoritative,Aggressive
это не современные девушки а ебанутые девушки. современные нормальные. не путайте хуй с гусиной шеей,Medium,Aggressive,Vulgar and Insulting,Contemptuous
"Что это за поток говна? Ответить на вопрос не в состоянии, свинья?",High,Aggressive,Insulting and Demeaning,Contemptuous
Просто такого дебилизма и показухи у нас даже к проверке Путина не было,Medium,Disdainful,Critical and Sarcastic,Negative
"дой бог, чтобы ты испытала тоже самое. вот от таких тварей и рождаются такие ублюдки.",High,Malicious,Derogatory and Offensive,Hateful
"псина ебучая, что скажут, то и пиздит в эфире на своём ебучем телеканале",High,Derogatory,Vulgar and Offensive,Contemptuous
че хватило? че добавить? жопой жирной что ли покрутила? :-d :-d,Low,Casual/Sarcastic,Informal/Slang,Teasing
а свое мнение и мысли при себе держи мудило ебаное.,High,Insulting and Contemptuous,Vulgar and Aggressive,Disrespectful
"дура, берет ором. других учит, та сама личную жизнь не устроила",High,Insulting,Condescending,Derogatory
"правильно, дальше эти ублюдки маньяками станут!!",High,Aggressive,Vulgar and Offensive,Hostile
и я буду рад этому!!! сучья путинская власть в деле,Medium,Aggressive,Emotional and Critical,Angry
очистите страну от всей этой швали,Medium,Commanding,Assertive,Negative
"Ловко наебал - значит молодец, понятия подлость и честь отсутствуют нацело",High,Defiant,Vulgar and Offensive,Negative
"glav.su, cont.ws Какие-то интересные сайты? Ты там сидишь? Пойду чекну, спасибо за подсказку, пидораш.",Medium,Casual,Informal,Sarcastic
из подтишька по мышачи умеют пидоры бить.,High,Insulting and derogatory,Vulgar and offensive,Malicious
"наше сми, одни, ублюдки, показывают то, что им выгодно, и кому очко лизнцть",High,Disdainful,Insulting,Contemptuous
"пидорас он конченый,позорит доброе имя олега ефремова,нет слов,пидорас он и есть пидорас.",High,Insulting,Derogatory,Contemptuous
"велком это вообще полная дрянь, а по внешнему виду даже и не подумаешь.",Medium,Critical,Informal,Negative
таких выродков как этот нужно сразу на кол садить чтобы другим не повадно было,High,Aggressive,Derogatory and Threatening,Negative
"ну, александр,представляющий в комментариях мужское мнение,насколько я поняла,был фраппирован и оп*здошен запросами мамзелей",Medium,Dismissive,Casual and Insulting,Negative
"Фррррр ПУК-ПУК По фактам есть что сказать, дикарь?",High,Confrontational,Insulting,Disrespectful
"твой рот ебал дело не в религии , кто вы если не запасные евреи и не кавказцы?",High,Aggressive,Insulting and Offensive,Hateful
"Кстати, тупая шутка про коран Кому как",Low,Casual,Casual and Informal,Neutral
"В настройках поставил дваче капчу, а уменя опять эта ебанная гугловская срань появляется",High,Frustrated,Vulgar and Insulting,Angry
кто вам тварям крысам дал право распоряжаться народным достоянием суки едино пидоры,High,Aggressive,Insulting and Disrespectful,Hostile
везде бабушки блядь а дедушки ведь она пиздует к внукам а дед ебашет на работе и всегда она хорошая а дед хуевый парадокс,High,Vulgar,Insulting and Demeaning,Negative
мрази бедный ребёнок я представляю какая у него ненависть к родителям.,Low,Sympathetic,Neutral,Compassion
", я тупой и не понял шутки или это спам?",Medium,Confused,Informal,Confusion
стоит ли так реагировать на очередного придурка?,Low,Questioning,Casual,Contemptuous
вот ето пидараст етово вообше надо въигнать из всех турниров,High,Derogatory,Aggressive and Offensive,Hateful
"видать, неслабо тебе забашляли ефремовские родственнички, или дружки, если ты так старательно рвёшь за него очко.",Medium,Sarcastic,Sarcastic and Mocking,Critical
молодец!!! обезьянам пиздюлей отвесила.а то что судят то это ебаная толерантность.,High,Aggressive,Insulting and Offensive,Derogatory
потому что в думе сидят дебилы и дебилов хотят выростить,High,Insulting,Derogatory,Contemptuous
пидор хотел полит убежище получить а менты не дали его помять -облом вышел ну ничего может в 2021 получится.,High,Derogatory,Offensive and Aggressive,Hostile
я смотрю эти олероновская шайка все забайкалье заибло,Low,Neutral,Informal,Observational
а щас бегают с этой демократией суки продажные.,High,Derogatory,Vulgar and Insulting,Hostile
"Надо было не арестовывать, а просто в дурку закрыть.",Medium,Authoritative,Stern,Critical
нахрена фейк распространять? этому ролику 100лет в обед! это дибилом надо быть!,High,Dismissive,Confrontational and Insulting,Hostile
"сволочи, как они живут после этого.",Medium,Disrespectful,Informal,Angry
"даже в голове не укладывается, что есть такие дебильные дуры.",Medium,Disbelief,Informal,Disrespectful
вот ты первый провокатор и провокационные вопросы задаешь пшол вон нахрен :-p,High,Aggressive,Confrontational,Hostile
"не брехай, убогий, 100 тыш пришло к белому ( не факт! жёлтому дому) в вашингтоне!",High,Aggressive,Insulting,Disdainful
"а нас наши умники из министерств по западным шаблонам учить надумали , уроды конченые",High,Disrespectful,Insulting and Condescending,Contemptuous
а современным тем более насрать на интересы нашей страны,High,Dismissive,Vulgar and Disrespectful,Contemptuous
вы что ебнутые на всю голову???,High,Aggressive,Insulting and Confrontational,Hostile
"ещё открывает свой поганый , рабочий рот",Medium,Derogatory,Insulting,Negative
ты чего так обзываешь участников этой группы может сам такой педераст,High,Accusatory,Insulting and Demeaning,Hostile
казнить на месте нечего войну раздувать с братских народом,Low,Neutral,Formal,Objective
их. действительно. убили. вопрос кто. это те. стремилы. которые увласти. пидарасты. все. которые. сидят в думе. проститутки,High,Accusatory,Derogatory and Insulting,Hateful
"путин, сука! ты президент!, какой страны?",High,Aggressive,Vulgar and Disrespectful,Angry
этот козел отменил пособия на детей матерям одиночкам,Medium,Negative,Sarcastic,Angry
"сколько вышло на улицы проплаченных долбоебов, лишь бы не работать!",High,Aggressive,Insulting and Confrontational,Mocking and Disrespectful
"зачем нервировать животяху? а когда она цапнет этого придурка, то разорется, что обезьяна виновата",High,Aggressive,Insulting and Blaming,Hostile
это долбоебизм ! так нельзя .,High,Aggressive,Insulting and Disrespectful,Negative
"Они смешные и милые унтерки, а Стас как гоблин из падика себя ведёт и тем отталкивает",Low,Playful,Casual,Teasing
"Схуя это в эсэсэре был коммунистический режим, дебилушка? В этом и юмор",Medium,Dismissive,Sarcastic and Insulting,Contemptuous
"даааа, время идёт, а идиотов, все больше и больше.....",High,Disparaging,Sarcastic,Contemptuous
ты что до всех довыёбываешься троль заокеанский,Low,Dismissive,Informal,Mocking
"убить суку, это не отец",High,Aggressive,Violent and Offensive,Hateful
"заебали вы уже, вам не угодиш, тролли бля.",High,Aggressive,Offensive and Vulgar,Angry
"вы будете пиздеть о том кто и как тут сдулся, лег, не встал, встал но не так...",High,Aggressive,Vulgar and Offensive,Contemptuous
"норма, с и что здесь смешного?!, бля, дибилы",High,Disrespectful,Vulgar and Insulting,Derogatory
это какой засранец такую хуйню придумывает?,High,Aggressive,Vulgar and Offensive,Angry
"козел!!!!!!! ему бы там пожить. продумано до мелочей,как угробить людей за 10 жизни.",High,Aggressive,Insulting and Threatening,Malicious
"пиздюки едут с выебоном, а люди погибают.",High,Aggressive,Vulgar and Offensive,Malicious
"Зашел на сайт с играми, выбрал с веселой картинкой, а там вместо игры эта поебетень.",High,Disgust and Dismissive,Vulgar and Insulting,Contemptuous
на корню надо душить эту заразу.,Medium,Aggressive,Forceful and Dehumanizing,Negative
"этим пидорасам я оказалась очень нужной!а я сказала, что теперь мне похуй!!",High,Aggressive,Vulgar and Offensive,Contemptuous
"прошу прощения, но вы просто дебил, если задаете такие вопросы.",High,Insulting,Confrontational,Derogatory
Все мои аргументы были заглушены поросячьим визгом,Low,Dismissive,Neutral,Frustration
одним словом уебище которое живут в говне и последний зер без соли доедают,High,Insulting and Aggressive,Vulgar and Offensive,Contemptuous
"Не, по феменистски это когда бабы-страшилы снимаются, так что не прокатит в данном случае)",Medium,Disrespectful,Informal and Derogatory,Critical
"чудо, с каких хуев, россия была процветающей в начале 20 го века...",High,Aggressive,Vulgar and derogatory,Negative
"Проблема не выбить дерьма из макак, а получить прибыль",Medium,"Dismissive, Offensive",Assertive,Negative
да ты просто пидарас конченный! о чём с тобой тварь общаться можно !,High,Insulting,Derogatory and Offensive,Aggressive
"и ты , ебанушка меня хочешь чему то учить ?",High,Insulting,Aggressive and Offensive,Contemptuous
"сидишь и тусуеш, урод!!!!! просто нет слов",Medium,Aggressive,Insulting and Dismissive,Negative
"то ,что у нас президент сволочь-клоун, виноват не народ, а та сволочь которая была президентом до него...",Low,Critical,Assertive,Disapproval
"вот сучка жестокая... а родители снимают на камеру.... нет бы, пиндюлей навешать!",High,Aggressive,Derogatory and Violent,Angry and vengeful
"что за маразм? ты к чему призываешь, дятел?",High,Aggressive,Confrontational and Insulting,Disrespectful
"Эх, как мы могли проебать свою свободу",Low,Regretful,Reflective,Remorseful
нету на че смотреть одна хуйня подзаборная,High,Dismissive,Vulgar and Insulting,Negative
эту тварь судить надо я даже матерью ёё назвать не могу,High,Contemptuous,Derogatory and Offensive,Angry
"конечно глупо, но мне жаль этих доверчивых людей, а аферистов которые в основном обманывают стариков нужно на кол сажать.",Medium,Sympathetic,Cautious,Concerned
ты сама то что сделала? ни хера ты не сделала,High,Accusatory,Defensive and Aggressive,Angry
им там глубоко насрать на ваше мнение,High,Dismissive,Vulgar,Contemptuous
"меня просили в комментариях - ну так и ответь в комментариях,кармодрочерство повсюду",High,Dismissive,Aggressive and Insulting,Hostile
у нас своих уродов хватает.пускай менты лучше работают а не на жопе сидят,High,Dismissive,Rude and Insulting,Negative
выспались сволочи и не знают за что опладировали,Medium,Disrespectful,Informal and Derogatory,Contemptuous
вот так до уёбков быстрее доходит.,High,Dismissive,Vulgar and Insulting,Hostile
не могла найти где тебе гаду написать,Low,Frustrated,Neutral,Neutral
наградить грамотой? !! этого либераста пидараса!!!!,High,Aggressive,Insulting and Offensive,Hostile
это! эти—ублюдки! как можно так?!,High,Angry,Aggressive and Offensive,Hostile
дааааа пизда пришла нашему легендарному заводу!¡!!!,High,Aggressive,Vulgar and Offensive,Hostile
потому что ты долбоёб ленивый ! жена ему плоха...)))))),High,Insulting and Condescending,Derogatory and Disrespectful,Negative
"Тебя это ебать не должно, пидарюга",High,Aggressive,Vulgar and Offensive,Derogatory
люди убедительная просьба не обращать на эту дуру внимания.,Low,Polite,Formal,Respectful
"гандон, который поработил народ, который в него верит",High,Insulting and Dismissive,Confrontational,Hostile
как те которые вьебали дохера денег на ручку которая может писать в невесомости если можно было взять карандаш,High,Aggressive,Vulgar and Confrontational,Contemptuous
долбаёб потом сам каналию будет чистить,High,Disrespectful,Vulgar and Offensive,Contemptuous
"господи,как жалко детей,которые страдают из за таких уродов!:(",Medium,Sympathetic,Emotional,Compassionate
"дураком прикинулся,тут помню , тут не помню козёл.",Medium,Mocking,Sarcastic,Disrespectful
"Не думаю, даже с его жирной ряхой 16 оппозицинеров ему не заменить, пятерых максимум",Medium,Dismissive,Casual and Slightly Aggressive,Negative
"Я всегда с клепками беру, что бы мозг не ебсти и никуда не ездить.",High,Aggressive,Vulgar and Disrespectful,Negative
"убил человека, и в данный момент отрицает свою вину , ну не гавно ли ?",Low,Questioning,Neutral,Skeptical
У меня эта ссанина ауешная регулярно в рекомендуемых вылезала.,High,Insulting and Dismissive,Vulgar and Offensive,Contemptuous
это тебе манде надо валить из питера и бегом пока тебя там не удавили ! блядь жидовская,High,Aggressive,Vulgar and Offensive,Hateful
о скудное умишко не успокаивается все высерает из себя),Medium,Disrespectful,Sarcastic and Condescending,Contemptuous
ну и дурак ! нужно россию присоеденнить к белорусии - лучщеб было !,High,Derogatory,Aggressive and Offensive,Negative
эту тварь посадить на 12 тысяч и посмотрим паскуда,High,Insulting and Threatening,Confrontational,Hostile
если дебилы эти маски брюликами украшают да по сто пятьдесят покупают .можно и по полтосу продавать,High,Derogatory,Insulting and Demeaning,Disdainful
"а может быть, тебя, вместе с такими как ты, просто в жопу послать?",High,Aggressive,Direct and Insulting,Hostile
И как бонусом регулярная реклама яндекс обрыгаловки.,Medium,Sarcastic,Casual,Mocking
и почему пидр уася так слезно выпрашивает?,High,Aggressive,Derogatory and Offensive,Hostile
"вы обсолютно правы.хипишь подняли из за быка,что эти люди сволочи.а этот бычара завалит сразу троих, их это не беспокоит.",High,Accusatory,Aggressive and Insulting,Contemptuous
жирик предал фургала жопой крутит скомарох,High,Disrespectful,Vulgar and Offensive,Malicious
режиссер хуеплет у собаки лапы связаны,Low,Casual,Informal,Neutral
кому то было невесело ...тем пидорам которые упразднили эту практику ..,Medium,Derogatory,Casual,Negative
города волнуются а вы пидарасы за одну плешивую тварь держитесь людей недовольных миллионы а вы тут херню несете,High,Insulting and Aggressive,Offensive and derogatory,Contemptuous
ты ебланка пишешь фи на оборот кросота,High,Insulting,Vulgar and Aggressive,Derogatory
не могут писад конституцию пускай не пишут эти пидарасв,High,Aggressive,Insulting and Derogatory,Hateful
какой ебанашка придумал такие задачи,High,Aggressive,Vulgar and Insulting,Angry
"Да заебись деваха, дрочилы вы журнальные... как несколько нормальных баб с утра повидаете, так по другому рассуждать начнете.",High,Aggressive,Vulgar and Insulting,Contemptuous
только тебя долбоеба там нехватало.,High,Insulting,Offensive,Disrespectful
еще бы крест поставила ебнутая,Low,Dismissive,Informal,Disrespectful
"Да мне похрен, кто вам что позволяет",Medium,Dismissive,Vulgar and Rude,Negative
Вижу этого бритого мерзавца - ставлю минус. Чего и всем здравомыслящим людям желаю.,High,Hostile,Insulting and Confrontational,Disdainful
"и наверное написав эдакую херню, ещё и гордый ходит , как бамбук.",Medium,Dismissive,Informal and Insulting,Contemptuous
"Тебе не похуй, пидорас ебучий?",High,Aggressive,Insulting and Offensive,Hostile
"хуйло, с чего тебе смешно!?",High,Aggressive,Insulting and Vulgar,Hostile
каска нужна для долбоёбов...сами понимаете для каких...,High,Dismissive,Insulting,Contemptuous
так ты чьих будешь толстожоп?,High,Aggressive,Confrontational and Insulting,Offensive
сперва прочитайте где я отвечал где писал а потом ставьте микрофон конченый ишаки администрация блин,High,Dismissive,Aggressive and Insulting,Hostile
да убирите эту бабу с сайта задолбала когда она только вылезит с этого авто гадина !!,High,Aggressive,Insulting,Angry
таких уебаторов в поля сука надо. заебали уже в доску уёбки хуевы.,High,Aggressive,Vulgar and Offensive,Negative
"долбоебы.. президента ругаете, а выплат ждете",Medium,Critical,Vulgar,Disdainful
"Да там даже по очереди не нужно, один бы улетел в нокаут, остальная школота бы втопила по тапкам.",High,Aggressive,Vulgar and Threatening,Hostile
"человек, который говорит,об этой гниде такое, не точто быть президентом,но и находится в этом государстве не имеет права.",High,Derogatory,Insulting and Demeaning,Contemptuous
да идите на хуй со своим вирусом,High,Aggressive,Vulgar and Offensive,Angry
стадо баранов замбированые! ещё и агрессивных!,High,Derogatory,Aggressive,Negative
эту сволочь надо было прямо на месте прибить!!!!!,High,Aggressive,Violent and Offensive,Angry
"и ломают всё вокруг не они,дебилов хватает в жизни:d",Medium,Dismissive,Casual,Negative
ну и какая нормальная мать купит эту х...ю своему ребёнку.,High,Dismissive,Insulting and Judgmental,Disdainful
"одно дело сосед не так поступает,а другое,когда тебя преднамеренно угнетает властный мразило",Medium,Dismissive,Assertive and Critical,Frustration
"пишешь ни о чем, лишь говна плеснуть!",High,Insulting and Condescending,Aggressive and Offensive,Contemptuous
ему не стыдно стыдео быть пидорасом которые на лайках наживаются,High,Mocking,Derogatory,Contemptuous
так... один бот из пригожинской фашистской лахтопараши уже пошел в атаку... твой взвод идет следом? или ты в разведку вышел?,Medium,Provocative,Aggressive and Confrontational,Challenging
россия много лет пользуется результатом производства этих тварей,Low,Neutral,Informative,Neutral
"актёр может и не плохой,но как человек - хуйло конченное.",High,Insulting,Vulgar and Offensive,Contemptuous
о долбоёб проснулся иди на укол тебе чекають,High,Aggressive,Insulting,Contemptuous
"и его и его семейек и хаты его, и бабки с собой пусть свои забирает! падла!",High,Insulting,Aggressive and Derogatory,Negative
"откуда вообще взяли этого кашаи, кто это пидрило такой, в своей стране он не нужен, а нам он зачем?",High,Insulting and Derogatory,Aggressive and Offensive,Contemptuous
"неужели есть.еще такие долбоебы? да пусть хранит бог вашего президента, и вас вместе с ним",High,Insulting and Dismissive,Aggressive and Disrespectful,Hostile
кто-то же снимает понятно что взрослый это ему или ей по ебанику надо дать,Medium,Condescending,Vulgar and Offensive,Negative
только что это за пидорные голоса за кадром?,Medium,Dismissive,Casual and Insulting,Disdainful
"А, вот, нагуглилось - видосик сверху Ну да, выходит, что загорелось и подъезды разъебало, но здание целиком не разрушилось",Low,Casual,Informal,Neutral
долбоебка что еще сказать а прививатся я не собираюсь,High,Insulting,Vulgar and Offensive,Disrespectful
"своё ебало подставляешь чтобы денег получить, смотри лица не хватит черт",High,Aggressive,Vulgar and Offensive,Contemptuous
"а где ты денег столько взяла,уродина?",High,Accusatory,Insulting and Offensive,Aggressive
"придурки, завидуйте молча, а то пишете всякую гадость",High,Insulting,Confrontational,Contemptuous
только моральный урод мог так сказать о целом народе !,High,Insulting,Confrontational,Hostile
вся эта мразь силовая защищает бандитов 90 - х,High,Derogatory,Aggressive and Offensive,Contemptuous
"вы ебанутые такое писать?? и мне интересно в каком месте нужно смеяться?? нах, трогать религию??? выблядки ебучие",High,Aggressive and Insulting,Vulgar and Offensive,Hostile
мочите всех кто нарушает общественный порядок,Medium,Authoritative,Commanding,Aggressive
какая форма какая маска совсем с ума сошли.идиоты.,High,Insulting,Aggressive and Contemptuous,Derogatory
"заебалась , это ж надо так загнатся то ))) ну кому это нужно то все ? долбаны рукоблудники .",High,Aggressive,Vulgar and Insulting,Negative
"и что за гон на автора, если она сама дура",Low,Dismissive,Casual,Critical
ебанутая лягушка домой ее срочно надоело на это все смотреть,Medium,Dismissive,Informal and Slightly Vulgar,Frustration/Annoyance
"дурочка ты,у тебя мамы нет,ласковое слово жалко!",High,Insulting,Aggressive and Condescending,Derogatory
"Вчера сосед к себе в однушку двух ламантинов принёс, хз че делать, ментов вызывать, слава богу закон скоро появится",Low,Casual,Informal,Neutral
"а казну пополнять то,надо! не даром выплаты на детей были!!! сволота поганая",Medium,Demanding,Assertive and Critical,Negative
"когда этот пиздабол старый покинет кресло, как он уже настоебал. вцепился в это корыто позорник!",High,Insulting,Vulgar and Demeaning,Disrespectful and Hostile
"вот такие дураки, как ты и голосуют за него",Medium,Condescending,Insulting and Belittling,Disrespectful
ебаный в рот когда это прекратиться что нам делать вы считывают пусть значит свет дорожает а его не бывает .,High,Aggressive,Vulgar and Insulting,Negative
вас три дуры в этом обсуждении верят в ковид!,Medium,Dismissive,Insulting,Contemptuous
веришь во всякую херь - верь и остальным не навязывай,Low,Assertive,Direct,Neutral
"а тебя это с какой стороны колышет, уёбище?",High,Derogatory,Vulgar and Aggressive,Aggressively Insulting
"бля, при чем тут ваши шишки?",Medium,Aggressive,Vulgar and Dismissive,Defensive
"пидрило, не приписывай другим свои памятные достижения!!! уёбище подмосковное",High,Insulting and Aggressive,Vulgar and Offensive,Malicious
два пидора судьям мозги ебут. а те их слушают.,High,Derogatory,Vulgar and Offensive,Aggressive and Insulting
"любой человек гнида редкостная , и не важно хорошо нам или плохо .",High,Insulting,Negative and Confrontational,Derogatory
"Я знаю про охуенную грузинскую культуру (которую вы, судя по всему, нагло спиздили в свое время).",Medium,Accusatory,Sarcastic and Aggressive,Resentful
А нахрена тогда ты здесь это писал?,High,Aggressive,Confrontational,Hostile
И хули в золотом альбоме нет трека блек фуфела? Незаслуженно забытый трек.,Low,Casual,Informal,Curious
Ну вот значит что если ты не скидываешь бумагу в унитаз то ты отдаешь свои материалы на изучение пиндосам.,Medium,Accusatory,Sarcastic and Offensive,Aggressive
